id_cliente;indica_amigo;n_indicacoes;tempo_empresa;ultima_oferta_aceita;contrata_telefonia;tarifa_linha;varias_linhas_telefonicas;internet_da_empresa;tipo_internet;tipo_contrato;faturamento_papel;tipo_pagamento;receita
7657-DYEPJ;No;0;38;Offer C;Yes;5.75;No;Yes;Cable;One Year;Yes;Credit Card;2715.85
8276-MQBYC;No;0;51;Offer B;Yes;19.49;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5907.29
6015-VVHHE;No;0;5;None;Yes;41.83;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;655.2
2516-VQRRV;No;0;2;None;Yes;23.46;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;205.32
7580-UGXNC;No;0;2;None;Yes;25.74;No;Yes;DSL;Month-to-Month;No;Credit Card;155.68
5178-LMXOP;Yes;1;1;None;Yes;4.89;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;99.99
7056-IMHCC;Yes;1;53;Offer B;Yes;7.94;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5970.22
8749-JMNKX;Yes;1;51;Offer B;Yes;22.14;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5880.09
0917-EZOLA;No;0;72;None;Yes;6.03;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;8124.11
8414-MYSHR;No;0;5;None;Yes;4.59;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;472.7
4988-IQIGL;No;0;1;None;Yes;28.49;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;103.84
4706-AXVKM;No;0;11;None;Yes;4.1;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;951.95
5889-JTMUL;Yes;1;50;Offer B;Yes;31.56;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;6516.7
9026-RNUJS;No;0;5;None;Yes;18.69;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;330.7
1624-NALOJ;No;0;5;None;Yes;36.36;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;684.4
6210-KBBPI;No;0;9;None;Yes;10.66;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1015.34
2260-USTRB;No;0;2;None;Yes;9.55;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;135.05
8623-TMRBY;Yes;2;51;Offer B;Yes;43.58;Yes;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;6368.63
6900-PXRMS;No;0;26;Offer C;Yes;1.26;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;2833.01
3346-BRMIS;Yes;1;18;None;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;810.7
2722-JMONI;Yes;1;1;Offer E;Yes;24.24;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;73.79
7579-OOPEC;Yes;1;2;Offer E;Yes;6.86;No;Yes;DSL;Month-to-Month;No;Credit Card;128.82
1771-OADNZ;Yes;1;29;Offer C;Yes;35.38;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3821.22
0612-RTZZA;No;0;1;Offer E;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;25.25
4433-JCGCG;Yes;1;46;Offer B;Yes;5.36;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4926.61
9488-HGMJH;No;0;1;Offer E;Yes;24.75;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;115.9
4818-QIUFN;No;0;20;None;Yes;11.82;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1757.3
6961-VCPMC;Yes;1;46;Offer B;Yes;48.62;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5861.72
4424-TKOPW;No;0;2;None;Yes;25.19;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;247.13
4201-JMNGR;No;0;1;Offer E;Yes;26.22;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;82.02
1866-RZZQS;No;0;41;Offer B;Yes;42.06;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5912.21
8631-NBHFZ;Yes;1;66;None;Yes;30.03;Yes;Yes;DSL;Two Year;No;Credit Card;7286.58
4958-XCBDQ;No;0;35;Offer C;Yes;39.69;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4885.45
8337-UPOAQ;No;0;10;None;Yes;16.88;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1083.1
6712-OAWRH;No;0;26;Offer C;Yes;34.69;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3253.74
5914-DVBWJ;No;0;18;None;Yes;2.36;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1548.33
8644-XLFBW;No;0;1;Offer E;Yes;28.46;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;100.11
1833-VGRUM;No;0;1;Offer E;Yes;48.95;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;123.15
8374-XGEJJ;Yes;8;43;Offer B;Yes;31.25;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5882.15
6946-LMSQS;Yes;3;25;Offer C;Yes;33.63;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;3018.2
4039-HEUNW;Yes;1;36;None;Yes;16.61;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4034.06
0812-WUPTB;Yes;1;1;Offer E;Yes;49.6;No;Yes;Fiber Optic;Month-to-Month;No;Credit Card;120.45
2403-BCASL;Yes;1;41;Offer B;Yes;45.04;Yes;Yes;Cable;One Year;Yes;Bank Withdrawal;6381.54
3871-IKPYH;No;0;1;None;Yes;16.19;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;85.29
1304-NECVQ;No;0;2;Offer E;Yes;43.96;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;237.47
5655-JSMZM;No;0;49;Offer B;Yes;32.36;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;6303.89
4505-EXZHB;No;0;6;Offer E;Yes;8.91;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;507.56
8972-HJWNV;Yes;1;7;Offer E;Yes;21.43;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;796.86
2860-RANUS;No;0;20;Offer D;Yes;29.29;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;2313.3
0406-BPDVR;No;0;54;Offer B;Yes;33.49;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;7181.56
5276-KQWHG;No;0;2;Offer E;Yes;15.32;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;162.29
9667-EQRXU;No;0;30;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;1272.95
0946-CLJTI;Yes;1;58;Offer B;Yes;3.18;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5997.04
0324-BRPCJ;Yes;1;68;None;Yes;21.33;Yes;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;8302.09
9189-JWSHV;Yes;1;24;None;Yes;13.38;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2585.17
0576-WNXXC;Yes;1;27;None;Yes;39.49;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3576.43
5482-PLVPE;No;0;2;None;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;41.85
4902-OHLSK;No;0;29;None;Yes;20.98;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;3471.17
2357-COQEK;No;0;28;None;Yes;28.14;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3678.57
2034-CGRHZ;No;0;24;None;Yes;3.23;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;2574.22
9360-AHGNL;Yes;7;43;Offer B;Yes;8.75;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;5206.5
5485-WUYWF;No;0;2;None;Yes;5.57;No;Yes;Cable;Month-to-Month;No;Bank Withdrawal;105.69
2632-UCGVD;Yes;6;66;None;Yes;49.85;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;10162
6425-YQLLO;Yes;1;66;None;Yes;27.75;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;8806.75
2091-RFFBA;No;0;31;None;Yes;15.43;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2695.48
6899-PPEEA;No;0;37;None;Yes;3.3;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3702.4
4597-NUCQV;No;0;24;None;Yes;28.98;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3135.67
3754-DXMRT;No;0;2;None;Yes;43.66;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;179.97
7130-VTEWQ;No;0;8;None;Yes;13.8;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;716.65
7903-CMPEY;Yes;1;1;None;Yes;17.51;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;97.81
1704-NRWYE;No;0;9;None;Yes;43.34;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1141.71
7481-ATQQS;No;0;49;Offer B;Yes;44.88;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;6714.97
0023-HGHWL;No;0;1;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;25.1
1792-UXAFY;No;0;17;Offer D;Yes;30.37;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2013.19
6161-UUUTA;No;0;3;None;Yes;2.98;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;269.84
6543-XRMYR;No;0;30;None;Yes;43.61;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4355.65
2479-BRAMR;Yes;1;41;Offer B;Yes;45.84;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5152.99
3714-JTVOV;Yes;1;42;Offer B;Yes;2.9;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;3351.2
8580-QVLOC;No;0;72;None;Yes;25.77;Yes;Yes;DSL;Two Year;No;Credit Card;8295.69
2012-NWRPA;Yes;1;11;Offer D;Yes;1.28;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1145.28
8808-ELEHO;No;0;8;None;Yes;5.02;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;626.11
9058-CBREO;No;0;1;None;Yes;22.56;Yes;Yes;Cable;Month-to-Month;No;Credit Card;73.11
8063-GBATB;No;0;27;None;Yes;31.17;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3128.84
1069-XAIEM;No;0;1;None;Yes;16.37;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;101.42
6987-XQSJT;No;0;54;None;Yes;45.77;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;6841.83
0722-TROQR;No;0;4;None;Yes;26.23;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;426.67
6402-ZFPPI;No;0;25;None;Yes;36.5;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;3572.7
9965-YOKZB;No;0;9;None;Yes;10.04;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;880.51
0504-HHAPI;No;0;27;None;Yes;16.94;Yes;Yes;Fiber Optic;Month-to-Month;No;Credit Card;2925.13
3791-LGQCY;Yes;1;56;None;Yes;33.81;Yes;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;7711.41
8166-ZZTFS;Yes;1;66;None;Yes;21.7;Yes;Yes;Cable;Two Year;Yes;Bank Withdrawal;6697.3
2956-GGUCQ;Yes;1;24;None;Yes;2.05;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1821.45
2778-OCLGR;Yes;1;24;None;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;971.3
7067-KSAZT;Yes;1;65;None;Yes;18.69;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;8194.65
9300-AGZNL;No;0;1;None;Yes;21.85;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;115.85
1112-CUNAO;No;0;15;Offer D;Yes;4.28;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;1489.15
3389-YGYAI;No;0;8;None;Yes;45.16;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1190.83
3070-DVEYC;No;0;7;None;Yes;32.4;Yes;Yes;Fiber Optic;Month-to-Month;No;Credit Card;771.95
5707-ORNDZ;No;0;9;Offer E;Yes;2.45;Yes;Yes;DSL;Month-to-Month;No;Bank Withdrawal;516.1
8696-JKZNU;No;0;37;Offer C;Yes;26.95;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3838.7
2055-PDADH;No;0;3;Offer E;Yes;2.26;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;211.48
2302-ANTDP;Yes;9;48;None;Yes;43.04;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;7504.82
5233-GEEAX;No;0;8;Offer E;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;221.9
7137-RYLPP;Yes;1;37;Offer C;Yes;46.61;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4895.72
3957-LXOLK;No;0;28;Offer C;Yes;9.67;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3423.26
5281-BUZGT;No;0;36;Offer C;Yes;23.33;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4026.58
2718-GAXQD;Yes;1;4;Offer E;Yes;42.13;No;Yes;Cable;Month-to-Month;No;Bank Withdrawal;350.12
3217-FZDMN;No;0;8;Offer E;Yes;5.21;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;784.63
7480-QNVZJ;No;0;50;None;Yes;18.92;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5762.7
7124-UGSUR;Yes;1;61;None;Yes;35.11;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;8546.71
1862-SKORY;Yes;1;40;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;1637.4
4816-JBHOV;No;0;2;Offer E;Yes;41.43;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;176.56
3247-ZVOUO;No;0;10;Offer D;Yes;6.01;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;911.85
1268-ASBGA;Yes;1;16;Offer D;Yes;9.93;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1534.03
4713-LZDRV;No;0;2;Offer E;Yes;31.91;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;258.87
4325-NFSKC;No;0;19;Offer D;Yes;28.12;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2194.28
6502-HCJTI;No;0;7;None;Yes;9.7;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;741
8258-GSTJK;No;0;3;None;Yes;48.34;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;382.77
2995-UPRYS;Yes;1;40;None;Yes;19.76;No;Yes;Fiber Optic;One Year;Yes;Credit Card;4852.6
6686-YPGHK;No;0;47;None;Yes;36.58;No;Yes;Fiber Optic;Month-to-Month;No;Credit Card;5811.56
8020-BWHYL;No;0;15;None;Yes;7.99;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1267.3
6892-XPFPU;Yes;3;24;Offer C;Yes;49.76;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3628.14
8010-EZLOU;No;0;15;None;Yes;12.08;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1398.45
8062-YBDOE;No;0;1;None;Yes;7.23;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;76.88
3672-YITQD;Yes;1;36;Offer C;Yes;31.65;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4161
8988-ECPJR;Yes;1;34;Offer C;Yes;25.84;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;3596.86
3776-EKTKM;No;0;1;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;36.45
0643-OKLRP;Yes;1;47;None;Yes;38.31;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;5716.42
9381-NDKME;Yes;1;24;Offer C;No;0;No;Yes;Cable;Month-to-Month;Yes;Credit Card;933.3
8327-LZKAS;Yes;1;43;None;Yes;13.84;Yes;Yes;Cable;One Year;Yes;Bank Withdrawal;5269.02
1075-BGWOH;Yes;1;16;None;Yes;15.16;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1830.11
8485-GJCDN;No;0;5;None;Yes;30.05;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;468.75
6029-WTIPC;No;0;37;Offer C;Yes;38.06;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5152.27
3317-HRTNN;No;0;5;None;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;198
5569-OUICF;Yes;1;28;Offer C;Yes;16.43;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;3272.24
5747-PMBSQ;Yes;1;10;None;Yes;11.12;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1145.3
2982-IHMFT;No;0;1;None;Yes;39.61;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;114.06
5143-EGQFK;No;0;10;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;401.4
6168-WFVVF;No;0;3;None;Yes;5.54;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;252.12
7450-NWRTR;No;0;12;None;Yes;21.89;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1462.83
6005-OBZPH;No;0;26;Offer C;Yes;9.09;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2513.99
7932-WPTDS;Yes;1;1;None;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;24.8
7000-WCEVQ;No;0;20;None;Yes;27.11;Yes;Yes;DSL;Month-to-Month;Yes;Credit Card;1716.55
5959-BELXA;No;0;32;Offer C;Yes;25.45;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;3833.65
2506-TNFCO;Yes;1;1;None;Yes;12.46;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;82.01
6060-DRTNL;No;0;5;None;Yes;27.35;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;572.3
8473-VUVJN;No;0;1;None;Yes;39.88;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;113.53
0196-VULGZ;Yes;1;6;None;Yes;28.71;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;647.16
1976-CFOCS;Yes;1;1;None;Yes;7.74;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;53.74
4631-OACRM;No;0;15;None;Yes;17.23;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1414.55
3755-JBMNH;Yes;1;16;None;Yes;45.9;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1902.2
6345-ULYRW;Yes;1;44;None;Yes;24.62;Yes;Yes;Cable;One Year;No;Credit Card;4996.18
0013-EXCHZ;Yes;3;3;None;Yes;7.38;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;289.54
5550-VFRLC;No;0;1;None;Yes;43.45;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;153.3
2657-ALMWY;Yes;1;26;Offer C;Yes;18.26;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;2644.51
6284-AHOOQ;No;0;22;None;Yes;46.11;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2925.02
2460-FPSYH;No;0;40;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;2189.35
5028-HTLJB;No;0;1;Offer E;Yes;19.87;No;No;None;Month-to-Month;No;Credit Card;39.92
0875-CABNR;No;0;10;None;Yes;16.85;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1034.05
6982-UQZLY;Yes;1;1;Offer E;Yes;22.86;No;No;None;Month-to-Month;Yes;Credit Card;43.71
0193-ESZXP;Yes;1;58;None;Yes;16.94;No;Yes;Fiber Optic;One Year;Yes;Credit Card;7188.02
4369-HTUIF;No;0;6;Offer E;Yes;29.41;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;680.06
5287-QWLKY;Yes;1;71;None;Yes;44.66;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;10718.96
1891-UAWWU;Yes;1;20;None;Yes;4.77;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;2046.4
3096-JRDSO;Yes;5;27;Offer C;Yes;10.19;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3142.88
2398-YPMUR;Yes;2;13;None;Yes;37.86;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1498.93
1265-XTECC;Yes;5;68;None;Yes;1.98;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;6716.54
4871-JTKJF;No;0;1;None;Yes;31.13;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;100.78
1415-YFWLT;No;0;1;Offer E;Yes;30.23;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;119.53
3500-RMZLT;No;0;15;None;Yes;19.11;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1863.4
2642-DTVCO;No;0;9;Offer E;Yes;12.18;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;886.12
1363-TXLSL;No;0;1;Offer E;Yes;39.1;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;109.4
7136-RVDTZ;No;0;70;None;No;0;No;Yes;DSL;One Year;Yes;Bank Withdrawal;3264.45
6927-WTFIV;No;0;20;Offer D;Yes;5.71;No;Yes;Fiber Optic;Month-to-Month;No;Credit Card;1503.4
3398-ZOUAA;Yes;1;21;Offer D;Yes;19.74;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1889.29
4844-JJWUY;No;0;1;Offer E;Yes;28.82;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;114.82
4785-QRJHC;Yes;1;46;None;No;0;No;Yes;DSL;One Year;Yes;Bank Withdrawal;2966.65
1965-AKTSX;No;0;14;Offer D;Yes;16.36;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1330.89
7248-VZQLC;No;0;47;None;Yes;16.83;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4760.36
0011-IGKFF;Yes;1;13;Offer D;Yes;27.82;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1599.51
6496-SLWHQ;No;0;3;Offer E;Yes;35.43;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;400.74
9912-GVSEQ;Yes;1;26;Offer C;Yes;9.28;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2622.83
5383-MMTWC;Yes;1;8;None;Yes;46.05;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;981.8
6877-LGWXO;Yes;1;18;Offer D;Yes;4.98;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;1512.29
5167-GBFRE;No;0;4;Offer E;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;102.5
1324-NLTJE;No;0;15;Offer D;Yes;17.19;Yes;Yes;DSL;Month-to-Month;No;Credit Card;1014.95
5567-WSELE;Yes;1;3;Offer E;Yes;32.31;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;376.48
6646-VRFOL;Yes;1;53;None;Yes;39.36;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;7571.58
9090-SGQXL;Yes;1;68;None;Yes;47.17;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;10507.21
6595-YGXIT;No;0;25;Offer C;Yes;47.66;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3482.7
9835-ZIITK;Yes;1;66;None;Yes;48.87;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;10717.17
5649-TJHOV;Yes;1;27;Offer C;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;1062
9253-QXKBE;Yes;1;29;None;Yes;6.25;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2834.9
8775-LHDJH;Yes;1;1;Offer E;Yes;13.02;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;103.62
3097-NQYSN;Yes;3;2;None;Yes;4.19;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;204.73
3565-UNOCC;Yes;1;29;None;Yes;22.33;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3600.42
9190-MFJLN;No;0;19;Offer D;Yes;32.77;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;2400.53
1095-JUDTC;No;0;47;None;Yes;14.22;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5172.89
5385-SUIRI;No;0;52;None;Yes;37.6;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;7523.55
6328-ZPBGN;No;0;11;None;Yes;3.62;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1037.47
2856-NNASM;No;0;43;None;Yes;39.12;No;Yes;Fiber Optic;Month-to-Month;Yes;Mailed Check;5538.91
6769-DYBQN;No;0;46;None;Yes;36.78;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;5661.28
2446-BEGGB;No;0;6;None;Yes;47.35;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;844.7
1496-GGSUK;No;0;1;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Mailed Check;25.7
3296-SILRA;Yes;6;1;None;Yes;41.16;No;Yes;Fiber Optic;Month-to-Month;Yes;Mailed Check;117.56
5180-UCIIQ;Yes;5;22;None;No;0;No;Yes;Cable;Month-to-Month;No;Mailed Check;880.2
1977-STDKI;No;0;1;None;Yes;20.55;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;93.55
5813-UECBU;No;0;33;None;Yes;38.53;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;3987.79
4342-HENTK;No;0;2;None;Yes;12.52;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;167.39
1597-LHYNC;No;0;26;None;Yes;47.63;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3795.58
8651-ENBZX;No;0;60;None;Yes;34.39;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;8614.8
